Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, 覆盖板：黑色染色玻璃板
thermaldynamics:cover:0, 覆盖板：金合欢树叶
thermaldynamics:cover:0, 覆盖板：深色橡树树叶
thermaldynamics:cover:0, 覆盖板：金合欢木
thermaldynamics:cover:0, 覆盖板：深色橡木
thermaldynamics:cover:0, 覆盖板：金合欢木楼梯
thermaldynamics:cover:0, 覆盖板：深色橡木楼梯
thermaldynamics:cover:0, 覆盖板：粘液块
thermaldynamics:cover:0, 覆盖板：海晶石
thermaldynamics:cover:0, 覆盖板：海晶石砖
thermaldynamics:cover:0, 覆盖板：暗海晶石
thermaldynamics:cover:0, 覆盖板：海晶灯
thermaldynamics:cover:0, 覆盖板：干草块
thermaldynamics:cover:0, 覆盖板：陶瓦
thermaldynamics:cover:0, 覆盖板：煤炭块
thermaldynamics:cover:0, 覆盖板：浮冰
thermaldynamics:cover:0, 覆盖板：红砂岩
thermaldynamics:cover:0, 覆盖板：錾制红砂岩
thermaldynamics:cover:0, 覆盖板：平滑红砂岩
thermaldynamics:cover:0, 覆盖板：红砂岩楼梯
thermaldynamics:cover:0, 覆盖板：红砂岩台阶
thermaldynamics:cover:0, 覆盖板：紫珀块
thermaldynamics:cover:0, 覆盖板：竖纹紫珀块
thermaldynamics:cover:0, 覆盖板：紫珀楼梯
thermaldynamics:cover:0, 覆盖板：紫珀台阶
thermaldynamics:cover:0, 覆盖板：末地石砖
thermaldynamics:cover:0, 覆盖板：岩浆块
thermaldynamics:cover:0, 覆盖板：地狱疣块
thermaldynamics:cover:0, 覆盖板：红色地狱砖
thermaldynamics:cover:0, 覆盖板：骨块
thermaldynamics:cover:0, 覆盖板：侦测器
thermaldynamics:cover:0, 覆盖板：白色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：橙色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：品红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：淡蓝色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黄色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黄绿色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：粉红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：灰色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：淡灰色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：青色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：紫色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：蓝色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：棕色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：绿色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：红色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：黑色带釉陶瓦
thermaldynamics:cover:0, 覆盖板：白色混凝土
thermaldynamics:cover:0, 覆盖板：橙色混凝土
thermaldynamics:cover:0, 覆盖板：品红色混凝土
thermaldynamics:cover:0, 覆盖板：淡蓝色混凝土
thermaldynamics:cover:0, 覆盖板：黄色混凝土
thermaldynamics:cover:0, 覆盖板：黄绿色混凝土
thermaldynamics:cover:0, 覆盖板：粉红色混凝土
thermaldynamics:cover:0, 覆盖板：灰色混凝土
thermaldynamics:cover:0, 覆盖板：淡灰色混凝土
thermaldynamics:cover:0, 覆盖板：青色混凝土
thermaldynamics:cover:0, 覆盖板：紫色混凝土
thermaldynamics:cover:0, 覆盖板：蓝色混凝土
thermaldynamics:cover:0, 覆盖板：棕色混凝土
thermaldynamics:cover:0, 覆盖板：绿色混凝土
thermaldynamics:cover:0, 覆盖板：红色混凝土
thermaldynamics:cover:0, 覆盖板：黑色混凝土
thermaldynamics:cover:0, 覆盖板：白色混凝土粉末
thermaldynamics:cover:0, 覆盖板：橙色混凝土粉末
thermaldynamics:cover:0, 覆盖板：品红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：淡蓝色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黄色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黄绿色混凝土粉末
thermaldynamics:cover:0, 覆盖板：粉红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：灰色混凝土粉末
thermaldynamics:cover:0, 覆盖板：淡灰色混凝土粉末
thermaldynamics:cover:0, 覆盖板：青色混凝土粉末
thermaldynamics:cover:0, 覆盖板：紫色混凝土粉末
thermaldynamics:cover:0, 覆盖板：蓝色混凝土粉末
thermaldynamics:cover:0, 覆盖板：棕色混凝土粉末
thermaldynamics:cover:0, 覆盖板：绿色混凝土粉末
thermaldynamics:cover:0, 覆盖板：红色混凝土粉末
thermaldynamics:cover:0, 覆盖板：黑色混凝土粉末
thermaldynamics:cover:0, 覆盖板：碳
thermaldynamics:cover:0, 覆盖板：碳
thermaldynamics:cover:0, 覆盖板：碳
thermaldynamics:cover:0, 覆盖板：硫
thermaldynamics:cover:0, 覆盖板：硫
thermaldynamics:cover:0, 覆盖板：硫
thermaldynamics:cover:0, 覆盖板：火山灰
thermaldynamics:cover:0, 覆盖板：火山灰
thermaldynamics:cover:0, 覆盖板：火山灰
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：银矿石
thermaldynamics:cover:0, 覆盖板：铅矿石
thermaldynamics:cover:0, 覆盖板：铝矿石
thermaldynamics:cover:0, 覆盖板：镍矿石
thermaldynamics:cover:0, 覆盖板：铂矿石
thermaldynamics:cover:0, 覆盖板：铱矿石
thermaldynamics:cover:0, 覆盖板：蕴魔秘银矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：油页岩
thermaldynamics:cover:0, 覆盖板：不稳定红石矿石
thermaldynamics:cover:0, 覆盖板：充能地狱岩
thermaldynamics:cover:0, 覆盖板：谐振末影矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：铜块
thermaldynamics:cover:0, 覆盖板：锡块
thermaldynamics:cover:0, 覆盖板：银块
thermaldynamics:cover:0, 覆盖板：铅块
thermaldynamics:cover:0, 覆盖板：铝块
thermaldynamics:cover:0, 覆盖板：镍块
thermaldynamics:cover:0, 覆盖板：铂块
thermaldynamics:cover:0, 覆盖板：铱块
thermaldynamics:cover:0, 覆盖板：蕴魔秘银块
thermaldynamics:cover:0, 覆盖板：钢块
thermaldynamics:cover:0, 覆盖板：琥珀金块
thermaldynamics:cover:0, 覆盖板：殷钢块
thermaldynamics:cover:0, 覆盖板：青铜块
thermaldynamics:cover:0, 覆盖板：康铜块
thermaldynamics:cover:0, 覆盖板：信素块
thermaldynamics:cover:0, 覆盖板：流明块
thermaldynamics:cover:0, 覆盖板：末影块
thermaldynamics:cover:0, 覆盖板：木炭块
thermaldynamics:cover:0, 覆盖板：焦炭块
thermaldynamics:cover:0, 覆盖板：硬化铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化锡玻璃
thermaldynamics:cover:0, 覆盖板：硬化银玻璃
thermaldynamics:cover:0, 覆盖板：硬化玻璃
thermaldynamics:cover:0, 覆盖板：硬化铝玻璃
thermaldynamics:cover:0, 覆盖板：硬化镍玻璃
thermaldynamics:cover:0, 覆盖板：硬化铂玻璃
thermaldynamics:cover:0, 覆盖板：硬化铱玻璃
thermaldynamics:cover:0, 覆盖板：硬化蕴魔秘银玻璃
thermaldynamics:cover:0, 覆盖板：硬化钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化琥珀金玻璃
thermaldynamics:cover:0, 覆盖板：硬化殷钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化青铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化康铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化信素玻璃
thermaldynamics:cover:0, 覆盖板：硬化流明玻璃
thermaldynamics:cover:0, 覆盖板：硬化末影玻璃
thermaldynamics:cover:0, 覆盖板：黑色石棉
thermaldynamics:cover:0, 覆盖板：红色石棉
thermaldynamics:cover:0, 覆盖板：绿色石棉
thermaldynamics:cover:0, 覆盖板：棕色石棉
thermaldynamics:cover:0, 覆盖板：蓝色石棉
thermaldynamics:cover:0, 覆盖板：紫色石棉
thermaldynamics:cover:0, 覆盖板：青色石棉
thermaldynamics:cover:0, 覆盖板：淡灰色石棉
thermaldynamics:cover:0, 覆盖板：灰色石棉
thermaldynamics:cover:0, 覆盖板：粉红色石棉
thermaldynamics:cover:0, 覆盖板：黄绿色石棉
thermaldynamics:cover:0, 覆盖板：黄色石棉
thermaldynamics:cover:0, 覆盖板：淡蓝色石棉
thermaldynamics:cover:0, 覆盖板：品红色石棉
thermaldynamics:cover:0, 覆盖板：橙色石棉
thermaldynamics:cover:0, 覆盖板：白色石棉
thermaldynamics:cover:0, 覆盖板：龙矿
thermaldynamics:cover:0, 覆盖板：下界龙矿
thermaldynamics:cover:0, 覆盖板：末地龙矿
thermaldynamics:cover:0, 覆盖板：龙块
thermaldynamics:cover:0, 覆盖板：充能龙块
thermaldynamics:cover:0, 覆盖板：觉醒龙块
thermaldynamics:cover:0, 覆盖板：注入龙力的黑曜石
thermaldynamics:cover:0, 覆盖板：物品磁铁消磁器
thermaldynamics:cover:0, 覆盖板：雨水传感器
thermaldynamics:cover:0, 覆盖板：末影百合种子
thermaldynamics:cover:0, 覆盖板：魔法木板
thermaldynamics:cover:0, 覆盖板：魔法木头
thermaldynamics:cover:0, 覆盖板：錾制木头
thermaldynamics:cover:0, 覆盖板：天使方块
thermaldynamics:cover:0, 覆盖板：诅咒之土
thermaldynamics:cover:0, 覆盖板：红石钟
thermaldynamics:cover:0, 覆盖板：压缩圆石
thermaldynamics:cover:0, 覆盖板：二重压缩圆石
thermaldynamics:cover:0, 覆盖板：三重压缩圆石
thermaldynamics:cover:0, 覆盖板：四重压缩圆石
thermaldynamics:cover:0, 覆盖板：五重压缩圆石
thermaldynamics:cover:0, 覆盖板：六重压缩圆石
thermaldynamics:cover:0, 覆盖板：七重压缩圆石
thermaldynamics:cover:0, 覆盖板：八重压缩圆石
thermaldynamics:cover:0, 覆盖板：压缩泥土
thermaldynamics:cover:0, 覆盖板：二重压缩泥土
thermaldynamics:cover:0, 覆盖板：三重压缩泥土
thermaldynamics:cover:0, 覆盖板：四重压缩泥土
thermaldynamics:cover:0, 覆盖板：压缩沙子
thermaldynamics:cover:0, 覆盖板：二重压缩沙子
thermaldynamics:cover:0, 覆盖板：压缩沙砾
thermaldynamics:cover:0, 覆盖板：二重压缩沙砾
thermaldynamics:cover:0, 覆盖板：压缩地狱岩
thermaldynamics:cover:0, 覆盖板：二重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：三重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：四重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：五重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：六重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：红兰花
thermaldynamics:cover:0, 覆盖板：能量过载器
thermaldynamics:cover:0, 覆盖板：镶边石头
thermaldynamics:cover:0, 覆盖板：交错石头
thermaldynamics:cover:0, 覆盖板：磨制石头
thermaldynamics:cover:0, 覆盖板：烧制石头
thermaldynamics:cover:0, 覆盖板：沙化玻璃
thermaldynamics:cover:0, 覆盖板：錾制石头
thermaldynamics:cover:0, 覆盖板：蓝色石英
thermaldynamics:cover:0, 覆盖板：焦黑石英
thermaldynamics:cover:0, 覆盖板：彩虹石
thermaldynamics:cover:0, 覆盖板：增厚玻璃
thermaldynamics:cover:0, 覆盖板：增厚玻璃（镶边）
thermaldynamics:cover:0, 覆盖板：增厚玻璃（印花）
thermaldynamics:cover:0, 覆盖板：暗色玻璃
thermaldynamics:cover:0, 覆盖板：荧石玻璃
thermaldynamics:cover:0, 覆盖板：红石玻璃
thermaldynamics:cover:0, 覆盖板：空灵玻璃
thermaldynamics:cover:0, 覆盖板：反转空灵玻璃
thermaldynamics:cover:0, 覆盖板：奇妙玻璃
thermaldynamics:cover:0, 覆盖板：深色奇妙玻璃
thermaldynamics:cover:0, 覆盖板：传输管道
thermaldynamics:cover:0, 覆盖板：木锥刺方块
thermaldynamics:cover:0, 覆盖板：石锥刺方块
thermaldynamics:cover:0, 覆盖板：铁锥刺方块
thermaldynamics:cover:0, 覆盖板：金锥刺方块
thermaldynamics:cover:0, 覆盖板：钻石锥刺方块
thermaldynamics:cover:0, 覆盖板：创造锥刺方块
thermaldynamics:cover:0, 覆盖板：红石灯笼
thermaldynamics:cover:0, 覆盖板：附魔金属块
thermaldynamics:cover:0, 覆盖板：恶魔金属块
thermaldynamics:cover:0, 覆盖板：恶魔灌注金属块
thermaldynamics:cover:0, 覆盖板：基岩砖
thermaldynamics:cover:0, 覆盖板：基岩台阶
thermaldynamics:cover:0, 覆盖板：基岩圆石
thermaldynamics:cover:0, 覆盖板：铁-杜松树叶
thermaldynamics:cover:0, 覆盖板：烧焦的铁-杜松树叶
thermaldynamics:cover:0, 覆盖板：铁-杜松原木
thermaldynamics:cover:0, 覆盖板：铁-杜松原木
thermaldynamics:cover:0, 覆盖板：铁-杜松树苗
thermaldynamics:cover:0, 覆盖板：死亡的铁-杜松树苗
thermaldynamics:cover:0, 覆盖板：铁-杜松木板
thermaldynamics:cover:0, 覆盖板：原铁-杜松木板
thermaldynamics:cover:0, 覆盖板：压缩工作台
thermaldynamics:cover:0, 覆盖板：二重压缩工作台
thermaldynamics:cover:0, 覆盖板：中子素块
thermaldynamics:cover:0, 覆盖板：无尽块
thermaldynamics:cover:0, 覆盖板：水晶矩阵
thermaldynamics:cover:0, 覆盖板：铁边框圆石
thermaldynamics:cover:0, 覆盖板：金边框圆石
thermaldynamics:cover:0, 覆盖板：钻石边框圆石
thermaldynamics:cover:0, 覆盖板：绿宝石边框圆石
thermaldynamics:cover:0, 覆盖板：石英边框圆石
thermaldynamics:cover:0, 覆盖板：泰拉催化器
thermaldynamics:cover:0, 覆盖板：梦之石
thermaldynamics:cover:0, 覆盖板：魔力青金石块
thermaldynamics:cover:0, 覆盖板：精灵青金石块
thermaldynamics:cover:0, 覆盖板：精灵木
thermaldynamics:cover:0, 覆盖板：盖亚钢块
thermaldynamics:cover:0, 覆盖板：强化石头
thermaldynamics:cover:0, 覆盖板：强化石楼梯
thermaldynamics:cover:0, 覆盖板：强化石栅栏
thermaldynamics:cover:0, 覆盖板：强化石栅栏门
thermaldynamics:cover:0, 覆盖板：强化石砖
thermaldynamics:cover:0, 覆盖板：强化石砖楼梯
thermaldynamics:cover:0, 覆盖板：强化石砖栅栏
thermaldynamics:cover:0, 覆盖板：强化石砖栅栏门
thermaldynamics:cover:0, 覆盖板：强化泥土
thermaldynamics:cover:0, 覆盖板：强化土楼梯
thermaldynamics:cover:0, 覆盖板：强化土栅栏
thermaldynamics:cover:0, 覆盖板：强化土栅栏门
thermaldynamics:cover:0, 覆盖板：强化土砖
thermaldynamics:cover:0, 覆盖板：强化土砖楼梯
thermaldynamics:cover:0, 覆盖板：强化土砖栅栏
thermaldynamics:cover:0, 覆盖板：强化土砖栅栏门
thermaldynamics:cover:0, 覆盖板：稳定石头
thermaldynamics:cover:0, 覆盖板：灰色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：灰色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：黑色稳定石块
thermaldynamics:cover:0, 覆盖板：黑色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：黑色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：蓝色稳定石块
thermaldynamics:cover:0, 覆盖板：蓝色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：蓝色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：棕色稳定石块
thermaldynamics:cover:0, 覆盖板：棕色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：棕色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：青色稳定石块
thermaldynamics:cover:0, 覆盖板：青色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：青色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：绿色稳定石块
thermaldynamics:cover:0, 覆盖板：绿色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：绿色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：淡蓝色稳定石块
thermaldynamics:cover:0, 覆盖板：淡蓝色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：淡蓝色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：淡灰色稳定石块
thermaldynamics:cover:0, 覆盖板：淡灰色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：淡灰色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：黄绿色稳定石块
thermaldynamics:cover:0, 覆盖板：黄绿色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：黄绿色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：品红色稳定石块
thermaldynamics:cover:0, 覆盖板：品红色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：品红色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：橙色稳定石块
thermaldynamics:cover:0, 覆盖板：橙色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：橙色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：粉红色稳定石块
thermaldynamics:cover:0, 覆盖板：粉红色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：粉红色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：平滑稳定石块
thermaldynamics:cover:0, 覆盖板：平滑镶边稳定石块
thermaldynamics:cover:0, 覆盖板：平滑镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：紫色稳定石块
thermaldynamics:cover:0, 覆盖板：紫色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：紫色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：红色稳定石块
thermaldynamics:cover:0, 覆盖板：红色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：红色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：黄色稳定石块
thermaldynamics:cover:0, 覆盖板：黄色镶边稳定石块
thermaldynamics:cover:0, 覆盖板：黄色镶边深色稳定石块
thermaldynamics:cover:0, 覆盖板：稳定玻璃
thermaldynamics:cover:0, 覆盖板：透明稳定玻璃
thermaldynamics:cover:0, 覆盖板：无瑕玻璃
thermaldynamics:cover:0, 覆盖板：纯净黑曜石
thermaldynamics:cover:0, 覆盖板：紫水晶管道
thermaldynamics:cover:0, 覆盖板：坦桑管道
thermaldynamics:cover:0, 覆盖板：灯笼
thermaldynamics:cover:0, 覆盖板：紫晶木
thermaldynamics:cover:0, 覆盖板：紫晶木板
thermaldynamics:cover:0, 覆盖板：紫晶台阶
thermaldynamics:cover:0, 覆盖板：紫晶木栅栏
thermaldynamics:cover:0, 覆盖板：紫晶树叶
thermaldynamics:cover:0, 覆盖板：紫晶树苗
thermaldynamics:cover:0, 覆盖板：坦桑木
thermaldynamics:cover:0, 覆盖板：坦桑木板
thermaldynamics:cover:0, 覆盖板：坦桑台阶
thermaldynamics:cover:0, 覆盖板：坦桑木栅栏
thermaldynamics:cover:0, 覆盖板：坦桑树叶
thermaldynamics:cover:0, 覆盖板：坦桑树苗
thermaldynamics:cover:0, 覆盖板：梨木
thermaldynamics:cover:0, 覆盖板：梨树木板
thermaldynamics:cover:0, 覆盖板：梨木台阶
thermaldynamics:cover:0, 覆盖板：梨木栅栏
thermaldynamics:cover:0, 覆盖板：梨树叶
thermaldynamics:cover:0, 覆盖板：梨树树苗
thermaldynamics:cover:0, 覆盖板：钻石木
thermaldynamics:cover:0, 覆盖板：钻石木板
thermaldynamics:cover:0, 覆盖板：钻石木台阶
thermaldynamics:cover:0, 覆盖板：钻石木栅栏
thermaldynamics:cover:0, 覆盖板：钻石树叶
thermaldynamics:cover:0, 覆盖板：钻石树苗
thermaldynamics:cover:0, 覆盖板：紫水晶块
thermaldynamics:cover:0, 覆盖板：蓝水晶块
thermaldynamics:cover:0, 覆盖板：富集金块
thermaldynamics:cover:0, 覆盖板：强化铁块
thermaldynamics:cover:0, 覆盖板：弱化钻石块
thermaldynamics:cover:0, 覆盖板：无暇钻石块
thermaldynamics:cover:0, 覆盖板：火钻块
thermaldynamics:cover:0, 覆盖板：充能钻石块
thermaldynamics:cover:0, 覆盖板：末地钻石块
thermaldynamics:cover:0, 覆盖板：强化红石块
thermaldynamics:cover:0, 覆盖板：蒸汽
thermaldynamics:cover:0, 覆盖板：合成气
thermaldynamics:cover:0, 覆盖板：沃土
thermaldynamics:cover:0, 覆盖板：青金石玻璃
thermaldynamics:cover:0, 覆盖板：青金石灯
thermaldynamics:cover:0, 覆盖板：填涂机
thermaldynamics:cover:0, 覆盖板：豆荚
thermaldynamics:cover:0, 覆盖板：通灵方块
thermaldynamics:cover:0, 覆盖板：猪笼草
thermaldynamics:cover:0, 覆盖板：橡木平台
thermaldynamics:cover:0, 覆盖板：云杉木平台
thermaldynamics:cover:0, 覆盖板：白桦木平台
thermaldynamics:cover:0, 覆盖板：丛林木平台
thermaldynamics:cover:0, 覆盖板：金合欢木平台
thermaldynamics:cover:0, 覆盖板：深色橡木平台
thermaldynamics:cover:0, 覆盖板：石英灯
thermaldynamics:cover:0, 覆盖板：石英玻璃
thermaldynamics:cover:0, 覆盖板：接触式按钮
thermaldynamics:cover:0, 覆盖板：接触式拉杆
thermaldynamics:cover:0, 覆盖板：超级滑滑冰
thermaldynamics:cover:0, 覆盖板：压缩粘液块
thermaldynamics:cover:0, 覆盖板：超级滑滑冰平台
thermaldynamics:cover:0, 覆盖板：脚手架
thermaldynamics:cover:0, 覆盖板：强化脚手架
thermaldynamics:cover:0, 覆盖板：荧光白色方块
thermaldynamics:cover:0, 覆盖板：荧光橙色方块
thermaldynamics:cover:0, 覆盖板：荧光品红色方块
thermaldynamics:cover:0, 覆盖板：荧光淡蓝色方块
thermaldynamics:cover:0, 覆盖板：荧光黄色方块
thermaldynamics:cover:0, 覆盖板：荧光黄绿色方块
thermaldynamics:cover:0, 覆盖板：荧光粉红色方块
thermaldynamics:cover:0, 覆盖板：荧光灰色方块
thermaldynamics:cover:0, 覆盖板：荧光淡灰色方块
thermaldynamics:cover:0, 覆盖板：荧光青色方块
thermaldynamics:cover:0, 覆盖板：荧光紫色方块
thermaldynamics:cover:0, 覆盖板：荧光蓝色方块
thermaldynamics:cover:0, 覆盖板：荧光棕色方块
thermaldynamics:cover:0, 覆盖板：荧光绿色方块
thermaldynamics:cover:0, 覆盖板：荧光红色方块
thermaldynamics:cover:0, 覆盖板：荧光黑色方块
thermaldynamics:cover:0, 覆盖板：通透荧光白色方块
thermaldynamics:cover:0, 覆盖板：通透荧光橙色方块
thermaldynamics:cover:0, 覆盖板：通透荧光品红色方块
thermaldynamics:cover:0, 覆盖板：通透荧光淡蓝色方块
thermaldynamics:cover:0, 覆盖板：通透荧光黄色方块
thermaldynamics:cover:0, 覆盖板：通透荧光黄绿色方块
thermaldynamics:cover:0, 覆盖板：通透荧光粉红色方块
thermaldynamics:cover:0, 覆盖板：通透荧光灰色方块
thermaldynamics:cover:0, 覆盖板：通透荧光淡灰色方块
thermaldynamics:cover:0, 覆盖板：通透荧光青色方块
thermaldynamics:cover:0, 覆盖板：通透荧光紫色方块
thermaldynamics:cover:0, 覆盖板：通透荧光蓝色方块
thermaldynamics:cover:0, 覆盖板：通透荧光棕色方块
thermaldynamics:cover:0, 覆盖板：通透荧光绿色方块
thermaldynamics:cover:0, 覆盖板：通透荧光红色方块
thermaldynamics:cover:0, 覆盖板：通透荧光黑色方块
thermaldynamics:cover:0, 覆盖板：荧光菇
thermaldynamics:cover:0, 覆盖板：超级滑滑石
thermaldynamics:cover:0, 覆盖板：感知玻璃
thermaldynamics:cover:0, 覆盖板：远古石砖[内部]
thermaldynamics:cover:0, 覆盖板：单向红石块
thermaldynamics:cover:0, 覆盖板：通灵木板
thermaldynamics:cover:0, 覆盖板：通灵树苗
thermaldynamics:cover:0, 覆盖板：通灵原木
thermaldynamics:cover:0, 覆盖板：通灵树叶
thermaldynamics:cover:0, 覆盖板：自然感知圆石
thermaldynamics:cover:0, 覆盖板：自然感知石头
thermaldynamics:cover:0, 覆盖板：自然感知石砖
thermaldynamics:cover:0, 覆盖板：自然感知裂石砖
thermaldynamics:cover:0, 覆盖板：自然感知錾制石砖
thermaldynamics:cover:0, 覆盖板：自然感知玻璃
thermaldynamics:cover:0, 覆盖板：白色草方块
thermaldynamics:cover:0, 覆盖板：橙色草方块
thermaldynamics:cover:0, 覆盖板：品红色草方块
thermaldynamics:cover:0, 覆盖板：淡蓝色草方块
thermaldynamics:cover:0, 覆盖板：黄色草方块
thermaldynamics:cover:0, 覆盖板：黄绿色草方块
thermaldynamics:cover:0, 覆盖板：粉红色草方块
thermaldynamics:cover:0, 覆盖板：灰色草方块
thermaldynamics:cover:0, 覆盖板：淡灰色草方块
thermaldynamics:cover:0, 覆盖板：青色草方块
thermaldynamics:cover:0, 覆盖板：紫色草方块
thermaldynamics:cover:0, 覆盖板：蓝色草方块
thermaldynamics:cover:0, 覆盖板：棕色草方块
thermaldynamics:cover:0, 覆盖板：绿色草方块
thermaldynamics:cover:0, 覆盖板：红色草方块
thermaldynamics:cover:0, 覆盖板：黑色草方块
thermaldynamics:cover:0, 覆盖板：彩虹灯
thermaldynamics:cover:0, 覆盖板：白色染色砖块
thermaldynamics:cover:0, 覆盖板：橙色染色砖块
thermaldynamics:cover:0, 覆盖板：品红色染色砖块
thermaldynamics:cover:0, 覆盖板：淡蓝色染色砖块
thermaldynamics:cover:0, 覆盖板：黄色染色砖块
thermaldynamics:cover:0, 覆盖板：黄绿色染色砖块
thermaldynamics:cover:0, 覆盖板：粉红色染色砖块
thermaldynamics:cover:0, 覆盖板：灰色染色砖块
thermaldynamics:cover:0, 覆盖板：淡灰色染色砖块
thermaldynamics:cover:0, 覆盖板：青色染色砖块
thermaldynamics:cover:0, 覆盖板：紫色染色砖块
thermaldynamics:cover:0, 覆盖板：蓝色染色砖块
thermaldynamics:cover:0, 覆盖板：棕色染色砖块
thermaldynamics:cover:0, 覆盖板：绿色染色砖块
thermaldynamics:cover:0, 覆盖板：红色染色砖块
thermaldynamics:cover:0, 覆盖板：黑色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光白色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光橙色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光品红色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光淡蓝色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光黄色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光黄绿色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光粉红色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光灰色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光淡灰色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光青色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光紫色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光蓝色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光棕色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光绿色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光红色染色砖块
thermaldynamics:cover:0, 覆盖板：荧光黑色染色砖块
thermaldynamics:cover:0, 覆盖板：重定向式运输板
thermaldynamics:cover:0, 覆盖板：红石控制运输板
thermaldynamics:cover:0, 覆盖板：校准式运输板
thermaldynamics:cover:0, 覆盖板：密封式运输板（物品）
thermaldynamics:cover:0, 覆盖板：物品重置运输板
thermaldynamics:cover:0, 覆盖板：加速式运输板
thermaldynamics:cover:0, 覆盖板：定向加速式运输板
thermaldynamics:cover:0, 覆盖板：弹性运输板
thermaldynamics:cover:0, 覆盖板：收集式运输板
thermaldynamics:cover:0, 覆盖板：砧板工作台
